contract_id,customer_id,industry,company_size,managed_service_plan,support_plan,contract_term_months,tenure_months,renewal_count,cloud_cost_30d,cost_growth_3m,budget_variance_pct,commitment_utilization_rate,usage_change_3m,idle_resource_ratio,downtime_minutes_90d,unresolved_ticket_rate,avg_resolution_hours,days_since_last_qbr,annual_contract_value,renewal_churn
CUST_00562_C1,CUST_00562,제조업,5-49인,Basic,Standard,12,10,0,3472136,-0.0224,4.4,0.7135,0.0537,0.2623,153,0.2,55.66,,41665632,0
CUST_00563_C1,CUST_00563,물류/운송,5-49인,Basic,Enterprise,24,22,0,8805274,0.0224,15.85,0.6833,0.0546,0.2856,156,0.0,5.58,30.0,121512781,0
CUST_00563_C2,CUST_00563,물류/운송,5-49인,Basic,Priority,12,34,1,8093150,-0.0152,2.82,0.6878,0.0249,0.2576,133,0.0526,21.51,61.0,101973690,0
CUST_00563_C3,CUST_00563,물류/운송,5-49인,Basic,Standard,24,58,2,8631368,0.0284,10.47,0.6634,0.1084,0.2092,154,0.3125,59.58,122.0,103576416,0
CUST_00564_C1,CUST_00564,IT/소프트웨어,50-299인,Premium,Priority,12,10,0,6130162,-0.067,9.26,0.6339,-0.0815,0.2771,46,0.2083,21.09,62.0,96550052,0
CUST_00565_C1,CUST_00565,의료/헬스케어,5-49인,Standard,Enterprise,24,22,0,2691108,0.0395,10.99,0.7938,0.0339,0.1712,61,0.0,6.85,30.0,40851019,0
CUST_00565_C2,CUST_00565,의료/헬스케어,5-49인,Standard,Priority,24,46,1,2146633,-0.0002,6.95,0.8035,-0.0709,0.1787,58,0.0667,18.49,61.0,29752333,0
CUST_00565_C3,CUST_00565,의료/헬스케어,5-49인,Standard,Standard,24,70,2,2257993,-0.0411,0.09,0.7725,-0.0687,0.1683,52,0.0769,57.18,122.0,29805508,0
CUST_00566_C1,CUST_00566,제조업,5-49인,Basic,Priority,12,10,0,4961660,-0.0219,1.95,0.705,0.0732,0.229,138,0.2,18.32,62.0,62516916,1
CUST_00567_C1,CUST_00567,제조업,5-49인,Basic,Standard,12,10,0,5227394,0.0553,6.84,0.6986,-0.0852,0.2328,93,0.0,39.44,122.0,62728728,0
CUST_00568_C1,CUST_00568,IT/소프트웨어,5-49인,Basic,Standard,36,34,0,1949229,-0.0046,3.34,0.8354,-0.1183,0.1421,85,0.1429,67.63,123.0,23390748,0
CUST_00568_C2,CUST_00568,IT/소프트웨어,5-49인,Basic,Standard,24,58,1,2577828,-0.0302,8.51,0.7952,0.0379,0.1435,85,0.0714,62.48,304.0,30933936,0
CUST_00569_C1,CUST_00569,기타서비스업,5-49인,Basic,Priority,12,10,0,6471688,-0.01,-3.35,0.7811,0.0681,0.1799,86,0.1667,23.72,61.0,81543269,0
CUST_00569_C2,CUST_00569,기타서비스업,5-49인,Basic,Standard,12,22,1,7967736,-0.0002,-1.42,0.8173,0.0501,0.1742,103,0.0,56.85,305.0,95612832,0
CUST_00570_C1,CUST_00570,기타서비스업,300인이상,Standard,Standard,24,22,0,38508038,0.081,8.4,0.6716,0.1767,0.2701,78,0.36,52.66,122.0,508306102,0
CUST_00570_C2,CUST_00570,기타서비스업,300인이상,Standard,Enterprise,24,46,1,44902945,0.0116,10.13,0.6813,-0.0265,0.232,72,0.0588,5.38,30.0,681626705,0
CUST_00570_C3,CUST_00570,기타서비스업,300인이상,Standard,Priority,36,82,2,36602957,0.0297,16.78,0.7402,-0.0615,0.1686,62,0.1429,28.02,61.0,507316984,0
CUST_00571_C1,CUST_00571,유통/커머스,5-49인,Basic,Standard,12,10,0,2445760,-0.0232,-2.33,0.709,-0.1136,0.1767,107,0.2353,59.32,120.0,29349120,0
CUST_00571_C2,CUST_00571,유통/커머스,5-49인,Basic,Standard,12,22,1,3489914,0.0231,9.95,0.6978,0.0002,0.2526,144,0.2,59.38,121.0,41878968,1
CUST_00572_C1,CUST_00572,금융/보험,5-49인,Basic,Enterprise,24,22,0,2784079,-0.0105,8.72,0.7308,-0.0386,0.2545,88,0.0,6.01,31.0,38420290,0
CUST_00572_C2,CUST_00572,금융/보험,5-49인,Basic,Priority,12,34,1,3055350,-0.0352,0.82,0.7515,0.1866,0.1971,120,0.0,26.07,61.0,38497410,0
CUST_00573_C1,CUST_00573,교육,5-49인,Basic,Standard,36,34,0,4660337,0.0239,13.08,0.7396,0.0736,0.2631,124,0.2857,37.73,122.0,55924044,0
CUST_00574_C1,CUST_00574,유통/커머스,5-49인,Standard,Priority,24,22,0,3109918,0.0318,15.05,0.7434,-0.0873,0.2256,73,0.4667,24.74,61.0,43103463,0
CUST_00575_C1,CUST_00575,IT/소프트웨어,5-49인,Basic,Priority,36,34,0,4094246,0.028,19.68,0.6539,0.0352,0.25,171,0.0938,26.6,59.0,51587500,0
CUST_00576_C1,CUST_00576,의료/헬스케어,5-49인,Basic,Standard,36,34,0,10326009,0.0107,13.51,0.7267,0.1121,0.213,121,0.0625,65.21,122.0,123912108,0
CUST_00577_C1,CUST_00577,기타서비스업,5-49인,Basic,Standard,12,10,0,4391036,-0.01,10.79,0.5375,0.0967,0.3032,175,0.2381,58.04,122.0,52692432,1
CUST_00578_C1,CUST_00578,IT/소프트웨어,50-299인,Basic,Standard,36,34,0,34144224,-0.0502,9.11,0.7365,0.0771,0.23,137,0.0833,61.2,122.0,409730688,0
CUST_00578_C2,CUST_00578,IT/소프트웨어,50-299인,Basic,Priority,24,58,1,36858738,0.022,5.12,0.7439,-0.0878,0.2271,137,0.0833,19.17,61.0,464420099,0
CUST_00578_C3,CUST_00578,IT/소프트웨어,50-299인,Basic,Priority,36,94,2,35865856,-0.0516,11.8,0.7967,-0.0224,0.2089,108,0.0,23.02,61.0,451909786,0
CUST_00579_C1,CUST_00579,금융/보험,5-49인,Standard,Priority,12,10,0,5375265,-0.0688,-6.95,0.6744,0.0386,0.2106,63,0.1667,22.25,184.0,74501173,0
CUST_00579_C2,CUST_00579,금융/보험,5-49인,Standard,Priority,12,22,1,5469024,-0.0669,0.44,0.6796,0.0821,0.2565,53,0.1053,29.26,62.0,75800673,0
CUST_00580_C1,CUST_00580,제조업,50-299인,Standard,Standard,24,22,0,29616765,0.0117,6.94,0.6736,0.0108,0.2649,86,0.1579,57.59,121.0,390941298,0
CUST_00581_C1,CUST_00581,의료/헬스케어,5-49인,Basic,Priority,12,10,0,4178060,-0.0269,-3.42,0.7552,0.0056,0.1873,114,0.0,18.96,60.0,52643556,0
CUST_00582_C1,CUST_00582,물류/운송,5-49인,Basic,Standard,12,10,0,2694027,0.0378,20.76,0.7192,-0.0476,0.2024,122,0.2143,42.33,121.0,32328324,0
CUST_00583_C1,CUST_00583,의료/헬스케어,5-49인,Basic,Priority,24,22,0,2771154,-0.0012,6.37,0.7754,0.085,0.2139,111,0.125,18.29,61.0,34916540,0
CUST_00583_C2,CUST_00583,의료/헬스케어,5-49인,Basic,Standard,36,58,1,3430597,0.0248,14.53,0.7022,-0.0238,0.1964,123,0.3333,46.81,304.0,41167164,0
CUST_00584_C1,CUST_00584,제조업,5-49인,Premium,Enterprise,12,10,0,12738093,-0.0091,3.5,0.772,0.0606,0.1953,29,0.0556,7.05,30.0,219732104,0
CUST_00584_C2,CUST_00584,제조업,5-49인,Premium,Enterprise,12,22,1,11394239,-0.0181,-1.3,0.718,-0.1113,0.188,34,0.0476,9.53,121.0,196550623,0
CUST_00585_C1,CUST_00585,유통/커머스,5-49인,Basic,Standard,36,34,0,1767804,0.0046,20.96,0.6131,0.0185,0.2203,139,0.0588,54.89,120.0,21213648,0
CUST_00586_C1,CUST_00586,물류/운송,5-49인,Standard,Standard,12,10,0,3282135,0.0187,7.35,0.6877,-0.1294,0.19,77,0.25,61.7,123.0,43324182,0
CUST_00586_C2,CUST_00586,물류/운송,5-49인,Standard,Priority,36,46,1,3766828,0.0428,19.73,0.6939,-0.0045,0.1826,65,0.0,18.96,62.0,52208236,0
CUST_00586_C3,CUST_00586,물류/운송,5-49인,Standard,Enterprise,36,82,2,3930404,0.0251,14.24,0.7287,0.1451,0.1917,85,0.0556,6.34,31.0,59663533,0
CUST_00587_C1,CUST_00587,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,1050378,-0.0685,3.39,0.7646,-0.1402,0.1247,107,0.2,61.02,,12604536,0
CUST_00587_C2,CUST_00587,IT/소프트웨어,5-49인,Basic,Standard,12,23,1,1050640,0.0087,3.05,0.7587,0.0996,0.2112,100,0.05,56.74,122.0,12607680,0
CUST_00588_C1,CUST_00588,교육,50-299인,Basic,Standard,24,22,0,9955168,0.0817,15.57,0.722,-0.0828,0.199,153,0.2857,47.36,304.0,119462016,0
CUST_00589_C1,CUST_00589,제조업,5-49인,Basic,Standard,36,34,0,1781700,-0.0021,22.04,0.6628,0.0464,0.3127,134,0.25,73.14,122.0,21380400,0
CUST_00589_C2,CUST_00589,제조업,5-49인,Basic,Priority,12,46,1,1314894,0.0345,15.24,0.5976,-0.0181,0.2415,132,0.1579,20.26,183.0,16567664,1
CUST_00590_C1,CUST_00590,IT/소프트웨어,50-299인,Premium,Enterprise,24,22,0,26834577,0.0049,-3.04,0.885,-0.0447,0.1061,17,0.0,8.2,30.0,462896453,0
CUST_00591_C1,CUST_00591,제조업,5-49인,Standard,Priority,12,10,0,2989015,0.0126,4.12,0.7471,0.037,0.1943,71,0.0,18.98,61.0,41427748,0
CUST_00592_C1,CUST_00592,물류/운송,5-49인,Basic,Enterprise,24,22,0,5684404,0.0586,9.05,0.7923,-0.0008,0.2562,94,0.0,5.34,120.0,78444775,0
CUST_00592_C2,CUST_00592,물류/운송,5-49인,Basic,Standard,24,46,1,7813318,0.0796,11.31,0.7037,-0.0374,0.2744,139,0.1818,61.36,120.0,93759816,1
CUST_00593_C1,CUST_00593,물류/운송,50-299인,Premium,Enterprise,12,10,0,31359145,0.0027,1.93,0.7625,0.093,0.2611,29,0.0,5.68,31.0,540945251,0
CUST_00594_C1,CUST_00594,유통/커머스,5-49인,Premium,Priority,12,10,0,2364307,0.0927,19.28,0.6123,0.0555,0.3014,62,0.0,26.37,181.0,37237835,0
CUST_00594_C2,CUST_00594,유통/커머스,5-49인,Premium,Standard,12,22,1,2426943,-0.0739,7.16,0.6027,-0.0404,0.3522,53,0.2593,64.48,120.0,36404145,0
CUST_00594_C3,CUST_00594,유통/커머스,5-49인,Premium,Enterprise,12,34,2,1782364,0.0177,1.25,0.582,0.0623,0.2628,38,0.0769,7.36,29.0,30745779,0
CUST_00595_C1,CUST_00595,제조업,5-49인,Basic,Standard,12,10,0,4046956,-0.0263,-1.29,0.7438,-0.0211,0.2108,92,0.2727,45.6,123.0,48563472,0
CUST_00596_C1,CUST_00596,제조업,50-299인,Basic,Standard,36,34,0,11363824,0.0854,14.79,0.6672,-0.0901,0.2117,149,0.0667,60.03,123.0,136365888,1
CUST_00597_C1,CUST_00597,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,1108586,0.0352,8.8,0.6019,-0.0387,0.3126,189,0.1739,59.57,,13303032,1
CUST_00598_C1,CUST_00598,유통/커머스,50-299인,Standard,Standard,12,10,0,17205723,0.0541,7.7,0.7018,-0.0066,0.1758,64,0.0,78.7,,227115544,1
CUST_00599_C1,CUST_00599,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,2869194,0.0415,10.66,0.7701,-0.1343,0.189,130,0.087,62.5,121.0,34430328,0
CUST_00599_C2,CUST_00599,IT/소프트웨어,5-49인,Basic,Standard,24,34,1,2897734,-0.0339,5.38,0.695,0.066,0.1969,104,0.1111,44.86,120.0,34772808,0
CUST_00599_C3,CUST_00599,IT/소프트웨어,5-49인,Basic,Standard,12,46,2,3058550,0.0136,-0.19,0.7058,-0.061,0.1866,98,0.25,58.88,120.0,36702600,0
CUST_00600_C1,CUST_00600,의료/헬스케어,5-49인,Standard,Priority,12,10,0,1551205,0.0058,-6.57,0.7928,0.0992,0.2355,48,0.0476,19.83,62.0,21499701,0
CUST_00601_C1,CUST_00601,기타서비스업,50-299인,Standard,Priority,12,10,0,7149696,-0.0792,3.6,0.6909,-0.0296,0.2403,78,0.0556,26.65,61.0,99094787,0
CUST_00602_C1,CUST_00602,제조업,300인이상,Premium,Priority,36,34,0,191198127,0.0219,4.57,0.7628,-0.0353,0.1895,24,0.0769,24.23,61.0,3011370500,0
CUST_00602_C2,CUST_00602,제조업,300인이상,Premium,Standard,36,70,1,234997902,-0.0065,11.31,0.7193,-0.0226,0.2109,41,0.25,55.9,304.0,3524968530,0
CUST_00602_C3,CUST_00602,제조업,300인이상,Premium,Enterprise,36,106,2,215965233,-0.0127,9.18,0.6453,0.0701,0.1929,30,0.0,7.65,121.0,3725400269,0
CUST_00603_C1,CUST_00603,물류/운송,5-49인,Basic,Standard,24,22,0,10027719,0.0262,16.82,0.6932,-0.021,0.2581,156,0.12,53.6,122.0,120332628,0
CUST_00604_C1,CUST_00604,물류/운송,5-49인,Basic,Priority,12,10,0,2862045,0.0196,5.12,0.7323,0.0381,0.2576,121,0.1111,25.7,59.0,36061767,0
CUST_00605_C1,CUST_00605,IT/소프트웨어,5-49인,Standard,Priority,12,10,0,3585663,0.0469,2.22,0.7361,-0.0542,0.2172,53,0.0714,17.15,60.0,49697289,0
CUST_00605_C2,CUST_00605,IT/소프트웨어,5-49인,Standard,Priority,24,34,1,4179596,-0.0215,5.41,0.8557,0.0188,0.2075,64,0.0,20.05,59.0,57929201,0
CUST_00605_C3,CUST_00605,IT/소프트웨어,5-49인,Standard,Standard,12,46,2,4862151,0.0049,6.24,0.7093,-0.0162,0.2296,69,0.1053,59.11,121.0,64180393,0
CUST_00606_C1,CUST_00606,IT/소프트웨어,300인이상,Premium,Enterprise,24,22,0,58201223,0.0007,10.05,0.6998,0.0211,0.2288,28,0.0,7.07,30.0,1003971097,0
CUST_00607_C1,CUST_00607,제조업,5-49인,Standard,Enterprise,12,10,0,4010895,0.0256,-2.95,0.7867,0.1424,0.1844,51,0.0,5.1,28.0,60885386,0
CUST_00607_C2,CUST_00607,제조업,5-49인,Standard,Standard,12,23,1,4749029,0.0435,3.19,0.7028,-0.0787,0.2107,81,0.1333,72.93,120.0,62687183,0
CUST_00608_C1,CUST_00608,기타서비스업,5-49인,Basic,Priority,12,10,0,7993438,-0.014,9.18,0.6579,0.1335,0.2542,120,0.1429,17.77,61.0,100717319,0
CUST_00609_C1,CUST_00609,금융/보험,5-49인,Basic,Standard,12,10,0,7850982,0.006,8.58,0.598,0.0395,0.3156,199,0.2414,65.67,123.0,94211784,1
CUST_00610_C1,CUST_00610,IT/소프트웨어,5-49인,Premium,Priority,12,10,0,5865889,0.0636,7.94,0.6508,-0.0981,0.3334,47,0.1364,26.72,61.0,92387752,0
CUST_00611_C1,CUST_00611,IT/소프트웨어,5-49인,Basic,Priority,12,10,0,3355351,0.0299,-4.67,0.809,0.0723,0.1664,112,0.0625,20.45,184.0,42277423,0
CUST_00611_C2,CUST_00611,IT/소프트웨어,5-49인,Basic,Standard,24,34,1,4587543,0.0069,6.97,0.7937,-0.0594,0.1277,103,0.0833,49.64,123.0,55050516,0
CUST_00612_C1,CUST_00612,제조업,5-49인,Basic,Standard,12,10,0,2748791,0.0189,-1.47,0.7431,0.0788,0.1989,108,0.0,57.96,123.0,32985492,0
CUST_00613_C1,CUST_00613,제조업,5-49인,Standard,Priority,24,22,0,11013641,-0.0283,7.74,0.7822,0.1171,0.1625,56,0.0,24.12,61.0,152649064,0
CUST_00614_C1,CUST_00614,금융/보험,5-49인,Standard,Priority,12,10,0,1796436,-0.0553,-6.72,0.7749,0.0213,0.1983,50,0.0,22.92,61.0,24898603,0
CUST_00615_C1,CUST_00615,제조업,5-49인,Basic,Priority,36,34,0,3787945,0.0204,-0.06,0.7851,0.0817,0.1829,92,0.0,22.28,61.0,47728107,0
CUST_00616_C1,CUST_00616,유통/커머스,5-49인,Basic,Priority,12,10,0,4990252,0.0776,9.45,0.6747,0.1153,0.2019,87,0.0769,25.37,62.0,62877175,0
CUST_00617_C1,CUST_00617,유통/커머스,50-299인,Basic,Standard,12,10,0,25847369,-0.0382,3.89,0.7275,-0.1896,0.2148,128,0.2,47.08,,310168428,1
CUST_00618_C1,CUST_00618,제조업,5-49인,Basic,Standard,12,10,0,4841507,-0.0383,-9.22,0.7036,0.0834,0.2263,137,0.2667,57.68,122.0,58098084,0
CUST_00619_C1,CUST_00619,IT/소프트웨어,5-49인,Standard,Priority,36,34,0,4506050,0.0163,3.77,0.6677,-0.1059,0.1966,92,0.1,25.31,62.0,62453853,0
CUST_00620_C1,CUST_00620,의료/헬스케어,5-49인,Basic,Priority,12,10,0,3770066,0.0025,8.89,0.7691,0.0408,0.2161,125,0.0,18.58,62.0,47502832,0
CUST_00620_C2,CUST_00620,의료/헬스케어,5-49인,Basic,Standard,24,34,1,4349654,0.003,-2.74,0.7432,-0.0843,0.1279,77,0.0,81.3,123.0,52195848,0
CUST_00620_C3,CUST_00620,의료/헬스케어,5-49인,Basic,Standard,12,46,2,5060690,0.0208,-0.26,0.7628,-0.094,0.1659,88,0.2,50.08,123.0,60728280,0
CUST_00621_C1,CUST_00621,IT/소프트웨어,5-49인,Basic,Priority,12,10,0,9933484,0.0065,4.18,0.7882,-0.0365,0.1333,119,0.1053,25.76,61.0,125161898,0
CUST_00622_C1,CUST_00622,교육,5-49인,Standard,Standard,12,10,0,935836,-0.0094,-0.32,0.7049,0.0009,0.1671,39,0.0909,71.71,,12353035,0
CUST_00623_C1,CUST_00623,기타서비스업,5-49인,Basic,Standard,12,10,0,1788627,-0.0301,-1.99,0.7286,0.0573,0.2525,99,0.2727,64.14,,21463524,0
CUST_00623_C2,CUST_00623,기타서비스업,5-49인,Basic,Priority,24,34,1,1809879,-0.0248,9.3,0.7452,0.0812,0.2055,112,0.1538,23.66,184.0,22804475,0
CUST_00624_C1,CUST_00624,IT/소프트웨어,5-49인,Basic,Priority,24,22,0,5516037,0.0424,9.27,0.799,0.1366,0.1109,69,0.0,21.96,61.0,69502066,0
CUST_00624_C2,CUST_00624,IT/소프트웨어,5-49인,Basic,Priority,12,34,1,4954089,0.0414,0.28,0.7647,0.122,0.1629,102,0.0,24.83,61.0,62421521,0
CUST_00624_C3,CUST_00624,IT/소프트웨어,5-49인,Basic,Priority,12,47,2,4521438,-0.0057,-1.24,0.693,0.0277,0.2105,83,0.0526,17.85,62.0,56970119,0
CUST_00625_C1,CUST_00625,의료/헬스케어,5-49인,Standard,Standard,12,10,0,3167169,0.0161,9.63,0.629,0.0161,0.2628,92,0.0909,55.54,123.0,41806631,1
CUST_00626_C1,CUST_00626,금융/보험,5-49인,Standard,Enterprise,24,22,0,13114771,0.0746,10.59,0.7621,0.0719,0.1766,42,0.0,5.89,122.0,199082224,0
CUST_00626_C2,CUST_00626,금융/보험,5-49인,Standard,Standard,12,34,1,9109804,-0.0115,-5.18,0.8203,-0.0028,0.1235,53,0.0909,59.1,122.0,120249413,0
CUST_00626_C3,CUST_00626,금융/보험,5-49인,Standard,Enterprise,12,46,2,9110697,-0.0131,-0.61,0.7482,-0.0298,0.1779,44,0.0,7.8,31.0,138300380,0
CUST_00627_C1,CUST_00627,IT/소프트웨어,5-49인,Standard,Priority,12,10,0,2839462,0.0844,27.22,0.5706,0.0634,0.2454,82,0.125,26.75,,39354943,0
CUST_00628_C1,CUST_00628,기타서비스업,5-49인,Premium,Enterprise,36,34,0,12075401,-0.0059,11.93,0.704,-0.0017,0.2702,36,0.0588,5.44,30.0,208300667,0
CUST_00628_C2,CUST_00628,기타서비스업,5-49인,Premium,Enterprise,24,59,1,15824673,-0.0124,14.57,0.6654,0.0685,0.2057,34,0.0,7.11,31.0,272975609,0
CUST_00628_C3,CUST_00628,기타서비스업,5-49인,Premium,Enterprise,12,71,2,16235820,0.005,6.96,0.6871,-0.1451,0.1977,26,0.0476,7.8,31.0,280067895,0
CUST_00629_C1,CUST_00629,유통/커머스,5-49인,Basic,Standard,24,22,0,4778860,0.019,9.0,0.6583,-0.001,0.2774,160,0.1739,68.05,120.0,57346320,0
CUST_00630_C1,CUST_00630,교육,5-49인,Basic,Standard,36,34,0,2982503,0.0349,12.36,0.7971,0.0597,0.1608,91,0.0714,55.93,121.0,35790036,0
CUST_00631_C1,CUST_00631,교육,5-49인,Basic,Standard,12,10,0,3923002,-0.0246,4.02,0.6552,-0.114,0.2606,135,0.2143,71.65,120.0,47076024,1
CUST_00632_C1,CUST_00632,물류/운송,5-49인,Basic,Standard,12,10,0,4260286,0.026,11.43,0.687,-0.0698,0.2541,123,0.3,44.83,122.0,51123432,0
CUST_00633_C1,CUST_00633,제조업,50-299인,Premium,Priority,24,22,0,12485888,-0.0168,7.71,0.662,0.0233,0.2627,27,0.1071,26.95,306.0,196652736,0
CUST_00634_C1,CUST_00634,교육,5-49인,Basic,Priority,24,22,0,4641108,0.0318,9.94,0.6967,0.029,0.2889,167,0.1333,20.88,62.0,58477961,0
CUST_00635_C1,CUST_00635,교육,50-299인,Standard,Standard,24,22,0,10023532,0.0225,10.59,0.7033,0.0994,0.2736,75,0.2353,59.78,122.0,132310622,0
CUST_00636_C1,CUST_00636,유통/커머스,5-49인,Basic,Priority,12,10,0,2552760,-0.0004,1.22,0.7635,-0.0501,0.2364,125,0.1053,25.03,59.0,32164776,0
CUST_00636_C2,CUST_00636,유통/커머스,5-49인,Basic,Standard,12,22,1,2932265,-0.0313,-2.78,0.7763,0.0318,0.1894,95,0.1111,55.22,121.0,35187180,1
CUST_00637_C1,CUST_00637,물류/운송,50-299인,Basic,Standard,12,10,0,9854845,-0.0258,-2.94,0.804,-0.1083,0.1718,136,0.1875,56.87,120.0,118258140,0
CUST_00637_C2,CUST_00637,물류/운송,50-299인,Basic,Standard,12,23,1,12295059,0.031,7.74,0.728,0.0651,0.219,135,0.1579,51.54,305.0,147540708,0
CUST_00637_C3,CUST_00637,물류/운송,50-299인,Basic,Standard,12,35,2,11529198,-0.0171,1.67,0.6715,0.0553,0.2155,111,0.0714,44.5,120.0,138350376,0
CUST_00638_C1,CUST_00638,금융/보험,5-49인,Standard,Priority,24,22,0,2163512,0.0181,2.47,0.748,-0.0167,0.1322,55,0.0,20.68,61.0,29986276,0
CUST_00638_C2,CUST_00638,금융/보험,5-49인,Standard,Priority,36,58,1,2387102,0.0944,9.98,0.7561,-0.0685,0.1845,47,0.0714,22.53,61.0,33085234,0
CUST_00638_C3,CUST_00638,금융/보험,5-49인,Standard,Standard,24,82,2,2794360,0.079,13.86,0.7938,0.0115,0.1711,64,0.2353,58.57,122.0,36885552,0
CUST_00639_C1,CUST_00639,유통/커머스,300인이상,Premium,Standard,36,34,0,102141321,-0.0165,25.55,0.6753,-0.019,0.2886,38,0.2381,62.21,123.0,1532119815,1
CUST_00640_C1,CUST_00640,교육,5-49인,Basic,Standard,36,34,0,2848800,0.0515,13.99,0.7497,0.0693,0.2173,94,0.0,53.83,122.0,34185600,0
CUST_00640_C2,CUST_00640,교육,5-49인,Basic,Enterprise,24,58,1,3146301,0.039,5.84,0.6903,-0.0451,0.1842,110,0.1429,8.04,31.0,43418954,0
CUST_00640_C3,CUST_00640,교육,5-49인,Basic,Priority,12,70,2,3426097,0.034,7.27,0.6782,-0.0341,0.2453,174,0.2222,22.41,61.0,43168822,0
CUST_00641_C1,CUST_00641,제조업,5-49인,Basic,Priority,24,22,0,6988300,0.0309,20.89,0.7142,-0.1395,0.2392,177,0.1176,21.99,62.0,88052580,0
CUST_00641_C2,CUST_00641,제조업,5-49인,Basic,Standard,12,34,1,5111655,-0.0214,3.1,0.6661,-0.0515,0.2425,166,0.1538,41.18,307.0,61339860,1
CUST_00642_C1,CUST_00642,유통/커머스,50-299인,Premium,Priority,12,10,0,43639916,-0.0537,10.32,0.5735,-0.0993,0.2968,56,0.12,22.8,59.0,687328677,0
CUST_00642_C2,CUST_00642,유통/커머스,50-299인,Premium,Enterprise,24,34,1,55475064,0.1143,22.72,0.7432,0.0318,0.2552,42,0.0,6.09,28.0,956944854,0
CUST_00642_C3,CUST_00642,유통/커머스,50-299인,Premium,Enterprise,24,58,2,56511895,0.1083,20.82,0.6443,0.0732,0.2032,40,0.0,6.68,28.0,974830189,0
CUST_00643_C1,CUST_00643,IT/소프트웨어,5-49인,Standard,Enterprise,24,22,0,6865218,0.0135,0.67,0.7998,-0.0283,0.1891,41,0.0,6.19,31.0,104214009,0
CUST_00643_C2,CUST_00643,IT/소프트웨어,5-49인,Standard,Priority,24,46,1,10003189,0.0918,8.98,0.7563,0.1166,0.1962,53,0.1111,22.75,62.0,138644200,0
CUST_00644_C1,CUST_00644,제조업,5-49인,Premium,Standard,12,10,0,1477967,0.0249,5.87,0.7087,0.0298,0.2272,22,0.1875,56.23,120.0,22169505,0
CUST_00644_C2,CUST_00644,제조업,5-49인,Premium,Enterprise,24,34,1,1466335,-0.0097,4.43,0.8113,-0.0664,0.2166,29,0.0,6.21,31.0,25294279,0
CUST_00645_C1,CUST_00645,기타서비스업,5-49인,Standard,Priority,24,22,0,6084129,-0.0233,14.1,0.7894,0.0269,0.2344,51,0.2105,27.33,61.0,84326028,0
CUST_00645_C2,CUST_00645,기타서비스업,5-49인,Standard,Priority,12,34,1,6702037,-0.0326,-0.96,0.713,0.0813,0.1988,48,0.0625,24.37,61.0,92890233,0
CUST_00646_C1,CUST_00646,교육,50-299인,Standard,Enterprise,12,10,0,14830262,0.0103,8.69,0.6534,0.0121,0.2673,64,0.0,6.44,30.0,225123377,0
CUST_00647_C1,CUST_00647,의료/헬스케어,5-49인,Basic,Priority,12,10,0,2025272,0.0618,0.38,0.788,0.0041,0.1578,115,0.1667,25.73,61.0,25518427,0
CUST_00648_C1,CUST_00648,유통/커머스,50-299인,Standard,Standard,12,10,0,18826262,-0.0074,1.51,0.6578,0.0279,0.2462,82,0.129,63.17,122.0,248506658,0
CUST_00649_C1,CUST_00649,유통/커머스,5-49인,Basic,Standard,24,22,0,990467,0.03,13.04,0.6736,0.0431,0.2685,151,0.1111,45.03,123.0,11885604,0
CUST_00650_C1,CUST_00650,물류/운송,5-49인,Basic,Standard,12,10,0,7805011,0.0097,4.72,0.6278,0.0378,0.2976,173,0.0455,73.74,121.0,93660132,0
CUST_00650_C2,CUST_00650,물류/운송,5-49인,Basic,Standard,24,34,1,8976620,-0.0008,10.34,0.6686,-0.0697,0.2573,151,0.25,58.44,120.0,107719440,0
CUST_00651_C1,CUST_00651,제조업,50-299인,Standard,Standard,36,34,0,14354257,0.0566,21.69,0.6768,0.0911,0.2075,91,0.4,61.04,304.0,189476192,0
CUST_00652_C1,CUST_00652,제조업,5-49인,Basic,Standard,12,10,0,2687894,-0.0207,13.95,0.5652,-0.089,0.2754,148,0.2778,66.91,122.0,32254728,0
CUST_00653_C1,CUST_00653,제조업,5-49인,Standard,Standard,12,10,0,7636162,0.0017,11.67,0.6734,0.1143,0.2813,74,0.32,82.72,122.0,100797338,0
CUST_00654_C1,CUST_00654,금융/보험,5-49인,Basic,Standard,24,22,0,9991356,0.0167,16.84,0.7536,0.0588,0.1877,115,0.1538,90.6,122.0,119896272,0
CUST_00654_C2,CUST_00654,금융/보험,5-49인,Basic,Standard,12,34,1,9525684,0.0374,0.43,0.7292,-0.1261,0.1778,118,0.0833,62.05,307.0,114308208,0
CUST_00655_C1,CUST_00655,유통/커머스,50-299인,Premium,Priority,12,10,0,18517880,0.0377,3.81,0.7604,-0.122,0.1666,32,0.0,22.7,61.0,291656610,0
CUST_00655_C2,CUST_00655,유통/커머스,50-299인,Premium,Enterprise,36,46,1,16419503,0.0517,15.64,0.8504,-0.1738,0.179,22,0.0,5.59,31.0,283236427,0
CUST_00655_C3,CUST_00655,유통/커머스,50-299인,Premium,Enterprise,24,70,2,17866452,0.0033,11.95,0.7183,-0.1229,0.1866,35,0.0,5.86,31.0,308196297,0
