contract_id,customer_id,month_index,month_date,actual_monthly_cost,commitment_utilization_rate,idle_resource_ratio,downtime_minutes
CUST_00977_C2,CUST_00977,2,2025-04-04,4383451,0.6999,0.1858,21
CUST_00977_C2,CUST_00977,3,2025-05-04,4349071,0.6999,0.296,22
CUST_00977_C2,CUST_00977,4,2025-06-04,4331479,0.746,0.3439,31
CUST_00977_C2,CUST_00977,5,2025-07-04,4286863,0.795,0.2082,20
CUST_00977_C2,CUST_00977,6,2025-08-04,4029539,0.5235,0.2961,25
CUST_00977_C2,CUST_00977,7,2025-09-04,4068656,0.8284,0.2546,18
CUST_00977_C2,CUST_00977,8,2025-10-04,4533626,0.7343,0.2053,30
CUST_00977_C2,CUST_00977,9,2025-11-04,4423550,0.6295,0.1667,29
CUST_00977_C2,CUST_00977,10,2025-12-04,4248910,0.8194,0.268,20
CUST_00977_C2,CUST_00977,11,2026-01-04,4323239,0.6262,0.2448,35
CUST_00977_C2,CUST_00977,12,2026-02-04,4497927,0.7931,0.315,26
CUST_00978_C1,CUST_00978,1,2026-02-13,1796530,0.7949,0.144,34
CUST_00978_C1,CUST_00978,2,2026-03-13,1809106,0.63,0.3584,32
CUST_00978_C1,CUST_00978,3,2026-04-13,1863393,0.724,0.2334,50
CUST_00978_C1,CUST_00978,4,2026-05-13,1754891,0.9823,0.2157,36
CUST_00978_C1,CUST_00978,5,2026-06-13,1924202,0.9079,0.2512,38
CUST_00978_C1,CUST_00978,6,2026-07-13,1804535,0.7524,0.1794,31
CUST_00978_C1,CUST_00978,7,2026-08-13,1616092,0.5987,0.2355,28
CUST_00978_C1,CUST_00978,8,2026-09-13,1959320,0.7379,0.332,28
CUST_00978_C1,CUST_00978,9,2026-10-13,1794688,0.9748,0.1825,36
CUST_00978_C1,CUST_00978,10,2026-11-13,1978708,0.52,0.2721,41
CUST_00978_C1,CUST_00978,11,2026-12-13,1887883,0.8468,0.2974,44
CUST_00978_C1,CUST_00978,12,2027-01-13,1951817,0.7326,0.2025,56
CUST_00978_C2,CUST_00978,1,2027-02-14,2039017,0.7965,0.1496,22
CUST_00978_C2,CUST_00978,2,2027-03-14,1943798,0.8352,0.2093,37
CUST_00978_C2,CUST_00978,3,2027-04-14,1955441,0.7526,0.1487,40
CUST_00978_C2,CUST_00978,4,2027-05-14,1949461,0.7666,0.2834,41
CUST_00978_C2,CUST_00978,5,2027-06-14,2169206,0.7061,0.2178,27
CUST_00978_C2,CUST_00978,6,2027-07-14,2039357,0.8212,0.211,22
CUST_00978_C2,CUST_00978,7,2027-08-14,1980540,0.8284,0.2023,26
CUST_00978_C2,CUST_00978,8,2027-09-14,2088305,0.6353,0.1775,34
CUST_00978_C2,CUST_00978,9,2027-10-14,1991173,0.8659,0.0949,26
CUST_00978_C2,CUST_00978,10,2027-11-14,1980011,0.7476,0.1372,31
CUST_00978_C2,CUST_00978,11,2027-12-14,2207928,0.7009,0.297,40
CUST_00978_C2,CUST_00978,12,2028-01-14,2026042,0.6761,0.1744,36
CUST_00978_C3,CUST_00978,1,2028-02-15,1871902,0.6337,0.2028,62
CUST_00978_C3,CUST_00978,2,2028-03-15,1812823,0.9011,0.1921,38
CUST_00978_C3,CUST_00978,3,2028-04-15,2037872,0.6874,0.2178,43
CUST_00978_C3,CUST_00978,4,2028-05-15,1860230,0.7226,0.2362,35
CUST_00978_C3,CUST_00978,5,2028-06-15,1825214,0.8984,0.1326,31
CUST_00978_C3,CUST_00978,6,2028-07-15,1793684,0.809,0.1398,42
CUST_00978_C3,CUST_00978,7,2028-08-15,1999440,0.7179,0.1977,35
CUST_00978_C3,CUST_00978,8,2028-09-15,1944131,0.8447,0.2541,24
CUST_00978_C3,CUST_00978,9,2028-10-15,1815936,0.7909,0.1103,47
CUST_00978_C3,CUST_00978,10,2028-11-15,2012151,0.6381,0.29,36
CUST_00978_C3,CUST_00978,11,2028-12-15,1723973,0.6378,0.1622,32
CUST_00978_C3,CUST_00978,12,2029-01-15,1700754,0.81,0.0788,28
CUST_00979_C1,CUST_00979,1,2024-10-22,1892403,0.7043,0.1504,31
CUST_00979_C1,CUST_00979,2,2024-11-22,2162323,0.6443,0.2668,63
CUST_00979_C1,CUST_00979,3,2024-12-22,2017846,0.6059,0.1944,62
CUST_00979_C1,CUST_00979,4,2025-01-22,2106719,0.838,0.15,57
CUST_00979_C1,CUST_00979,5,2025-02-22,1947873,0.7403,0.2799,55
CUST_00979_C1,CUST_00979,6,2025-03-22,1919708,0.7845,0.2321,39
CUST_00979_C1,CUST_00979,7,2025-04-22,2163266,0.63,0.3764,41
CUST_00979_C1,CUST_00979,8,2025-05-22,1921222,0.7388,0.099,25
CUST_00979_C1,CUST_00979,9,2025-06-22,2138532,0.6106,0.2197,55
CUST_00979_C1,CUST_00979,10,2025-07-22,1844334,0.6877,0.19,42
CUST_00979_C1,CUST_00979,11,2025-08-22,1989128,0.8054,0.2528,26
CUST_00979_C1,CUST_00979,12,2025-09-22,2064701,0.6823,0.2917,33
CUST_00979_C1,CUST_00979,13,2025-10-22,2180655,0.8258,0.2952,40
CUST_00979_C1,CUST_00979,14,2025-11-22,2168585,0.6859,0.2342,46
CUST_00979_C1,CUST_00979,15,2025-12-22,2165714,0.6462,0.2497,59
CUST_00979_C1,CUST_00979,16,2026-01-22,2107680,0.7363,0.2715,56
CUST_00979_C1,CUST_00979,17,2026-02-22,2101307,0.6368,0.2914,39
CUST_00979_C1,CUST_00979,18,2026-03-22,2048664,0.7264,0.1331,49
CUST_00979_C1,CUST_00979,19,2026-04-22,2076183,0.5678,0.2961,37
CUST_00979_C1,CUST_00979,20,2026-05-22,2190772,0.6502,0.1986,38
CUST_00979_C1,CUST_00979,21,2026-06-22,2111347,0.8012,0.1259,34
CUST_00979_C1,CUST_00979,22,2026-07-22,2078566,0.7208,0.3689,52
CUST_00979_C1,CUST_00979,23,2026-08-22,2143926,0.7916,0.1507,25
CUST_00979_C1,CUST_00979,24,2026-09-22,2244374,0.7659,0.2181,67
CUST_00980_C1,CUST_00980,1,2025-09-26,9422522,0.7401,0.1839,49
CUST_00980_C1,CUST_00980,2,2025-10-26,9702529,0.7948,0.4286,47
CUST_00980_C1,CUST_00980,3,2025-11-26,10088519,0.6116,0.234,54
CUST_00980_C1,CUST_00980,4,2025-12-26,9721303,0.6264,0.1764,41
CUST_00980_C1,CUST_00980,5,2026-01-26,9491710,0.6045,0.3689,51
CUST_00980_C1,CUST_00980,6,2026-02-26,9354397,0.837,0.2391,40
CUST_00980_C1,CUST_00980,7,2026-03-26,8713992,0.7259,0.1599,32
CUST_00980_C1,CUST_00980,8,2026-04-26,9396342,0.6602,0.1689,35
CUST_00980_C1,CUST_00980,9,2026-05-26,10009639,0.7235,0.2499,49
CUST_00980_C1,CUST_00980,10,2026-06-26,8757352,0.9272,0.2108,26
CUST_00980_C1,CUST_00980,11,2026-07-26,9620784,0.8061,0.105,28
CUST_00980_C1,CUST_00980,12,2026-08-26,9889260,0.8104,0.0655,54
CUST_00980_C1,CUST_00980,13,2026-09-26,9426510,0.6158,0.1448,38
CUST_00980_C1,CUST_00980,14,2026-10-26,9471025,0.6785,0.2129,41
CUST_00980_C1,CUST_00980,15,2026-11-26,9846511,0.6723,0.2811,50
CUST_00980_C1,CUST_00980,16,2026-12-26,9340979,0.6681,0.2001,34
CUST_00980_C1,CUST_00980,17,2027-01-26,9318690,0.645,0.3001,40
CUST_00980_C1,CUST_00980,18,2027-02-26,9862578,0.687,0.3381,55
CUST_00980_C1,CUST_00980,19,2027-03-26,9016050,0.7529,0.1972,35
CUST_00980_C1,CUST_00980,20,2027-04-26,9935253,0.7785,0.2168,47
CUST_00980_C1,CUST_00980,21,2027-05-26,10190920,0.73,0.2368,47
CUST_00980_C1,CUST_00980,22,2027-06-26,9699911,0.8904,0.1905,31
CUST_00980_C1,CUST_00980,23,2027-07-26,10627601,0.5393,0.3209,50
CUST_00980_C1,CUST_00980,24,2027-08-26,10717115,0.5977,0.3418,38
CUST_00980_C2,CUST_00980,1,2027-09-27,10731102,0.7506,0.3111,51
CUST_00980_C2,CUST_00980,2,2027-10-27,10117916,0.7571,0.2401,35
CUST_00980_C2,CUST_00980,3,2027-11-27,10998089,0.8576,0.1799,48
CUST_00980_C2,CUST_00980,4,2027-12-27,11249886,0.5315,0.297,42
CUST_00980_C2,CUST_00980,5,2028-01-27,10639932,0.5912,0.2349,40
CUST_00980_C2,CUST_00980,6,2028-02-27,11403884,0.6234,0.2826,37
CUST_00980_C2,CUST_00980,7,2028-03-27,11176881,0.7452,0.2431,40
CUST_00980_C2,CUST_00980,8,2028-04-27,10882731,0.6359,0.2493,56
CUST_00980_C2,CUST_00980,9,2028-05-27,11794334,0.7783,0.1974,33
CUST_00980_C2,CUST_00980,10,2028-06-27,11498061,0.6734,0.1925,44
CUST_00980_C2,CUST_00980,11,2028-07-27,11130424,0.8417,0.2141,50
CUST_00980_C2,CUST_00980,12,2028-08-27,11158043,0.5664,0.1861,47
CUST_00981_C1,CUST_00981,1,2022-03-27,18331229,0.576,0.3997,14
CUST_00981_C1,CUST_00981,2,2022-04-27,17111693,0.8298,0.207,10
CUST_00981_C1,CUST_00981,3,2022-05-27,17398615,0.751,0.2684,22
CUST_00981_C1,CUST_00981,4,2022-06-27,17704608,0.638,0.2501,18
CUST_00981_C1,CUST_00981,5,2022-07-27,19229549,0.7254,0.1826,14
CUST_00981_C1,CUST_00981,6,2022-08-27,18077786,0.6492,0.2008,9
CUST_00981_C1,CUST_00981,7,2022-09-27,16174825,0.6662,0.289,14
CUST_00981_C1,CUST_00981,8,2022-10-27,18160308,0.7065,0.3034,14
CUST_00981_C1,CUST_00981,9,2022-11-27,18292116,0.6631,0.319,13
CUST_00981_C1,CUST_00981,10,2022-12-27,18794675,0.5495,0.169,10
CUST_00981_C1,CUST_00981,11,2023-01-27,16805205,0.7328,0.2138,9
CUST_00981_C1,CUST_00981,12,2023-02-27,18578356,0.5078,0.2706,17
CUST_00981_C1,CUST_00981,13,2023-03-27,18462291,0.5648,0.2566,13
CUST_00981_C1,CUST_00981,14,2023-04-27,17688579,0.6167,0.2819,10
CUST_00981_C1,CUST_00981,15,2023-05-27,18639734,0.7284,0.3514,15
CUST_00981_C1,CUST_00981,16,2023-06-27,18301841,0.563,0.2448,12
CUST_00981_C1,CUST_00981,17,2023-07-27,18751149,0.6142,0.4287,21
CUST_00981_C1,CUST_00981,18,2023-08-27,18742153,0.8007,0.2604,5
CUST_00981_C1,CUST_00981,19,2023-09-27,18784822,0.7531,0.2482,16
CUST_00981_C1,CUST_00981,20,2023-10-27,17989450,0.7361,0.3572,15
CUST_00981_C1,CUST_00981,21,2023-11-27,20039763,0.8921,0.2504,17
CUST_00981_C1,CUST_00981,22,2023-12-27,18987839,0.763,0.1445,14
CUST_00981_C1,CUST_00981,23,2024-01-27,17946337,0.5982,0.3487,11
CUST_00981_C1,CUST_00981,24,2024-02-27,18197475,0.7931,0.2369,13
CUST_00981_C2,CUST_00981,1,2024-03-28,15315202,0.6968,0.3238,5
CUST_00981_C2,CUST_00981,2,2024-04-28,16404047,0.7934,0.2767,8
CUST_00981_C2,CUST_00981,3,2024-05-28,15868140,0.6503,0.2199,13
CUST_00981_C2,CUST_00981,4,2024-06-28,17850740,0.6402,0.2928,12
CUST_00981_C2,CUST_00981,5,2024-07-28,18129196,0.5949,0.263,8
CUST_00981_C2,CUST_00981,6,2024-08-28,16580502,0.7666,0.2542,11
CUST_00981_C2,CUST_00981,7,2024-09-28,17999476,0.6168,0.2718,10
CUST_00981_C2,CUST_00981,8,2024-10-28,16292964,0.6333,0.2668,8
CUST_00981_C2,CUST_00981,9,2024-11-28,16430754,0.6317,0.2427,10
CUST_00981_C2,CUST_00981,10,2024-12-28,17882271,0.5731,0.2294,7
CUST_00981_C2,CUST_00981,11,2025-01-28,16749872,0.7364,0.2908,16
CUST_00981_C2,CUST_00981,12,2025-02-28,18622037,0.8474,0.2904,11
CUST_00981_C2,CUST_00981,13,2025-03-28,18196072,0.8406,0.2805,7
CUST_00981_C2,CUST_00981,14,2025-04-28,16635791,0.7639,0.4029,10
CUST_00981_C2,CUST_00981,15,2025-05-28,17408392,0.6399,0.2796,6
CUST_00981_C2,CUST_00981,16,2025-06-28,16527843,0.819,0.2046,14
CUST_00981_C2,CUST_00981,17,2025-07-28,16546656,0.6289,0.28,13
CUST_00981_C2,CUST_00981,18,2025-08-28,18556545,0.7216,0.3161,16
CUST_00981_C2,CUST_00981,19,2025-09-28,18086697,0.7179,0.2102,11
CUST_00981_C2,CUST_00981,20,2025-10-28,17523630,0.7477,0.2501,10
CUST_00981_C2,CUST_00981,21,2025-11-28,18272196,0.6508,0.156,10
CUST_00981_C2,CUST_00981,22,2025-12-28,17046813,0.6934,0.2346,13
CUST_00981_C2,CUST_00981,23,2026-01-28,19021374,0.6865,0.2797,12
CUST_00981_C2,CUST_00981,24,2026-02-28,17617758,0.631,0.0702,6
CUST_00981_C3,CUST_00981,1,2026-03-29,21830901,0.5747,0.2369,18
CUST_00981_C3,CUST_00981,2,2026-04-29,19958829,0.7297,0.3655,9
CUST_00981_C3,CUST_00981,3,2026-05-29,20643527,0.8721,0.3135,15
CUST_00981_C3,CUST_00981,4,2026-06-29,20051415,0.6816,0.0303,7
CUST_00981_C3,CUST_00981,5,2026-07-29,22760321,0.6118,0.3208,15
CUST_00981_C3,CUST_00981,6,2026-08-29,22379429,0.6012,0.2866,11
CUST_00981_C3,CUST_00981,7,2026-09-29,22654189,0.7844,0.2821,12
CUST_00981_C3,CUST_00981,8,2026-10-29,19965822,0.7449,0.231,13
CUST_00981_C3,CUST_00981,9,2026-11-29,20810692,0.475,0.3079,13
CUST_00981_C3,CUST_00981,10,2026-12-29,22449828,0.7792,0.1951,12
CUST_00981_C3,CUST_00981,11,2027-01-29,21044819,0.7478,0.3065,17
CUST_00981_C3,CUST_00981,12,2027-02-28,22318418,0.6917,0.242,5
CUST_00981_C3,CUST_00981,13,2027-03-29,22087904,0.7546,0.1976,13
CUST_00981_C3,CUST_00981,14,2027-04-29,22584450,0.523,0.1616,9
CUST_00981_C3,CUST_00981,15,2027-05-29,21022581,0.7835,0.2294,8
CUST_00981_C3,CUST_00981,16,2027-06-29,20165663,0.7854,0.1662,13
CUST_00981_C3,CUST_00981,17,2027-07-29,21569962,0.8226,0.1475,15
CUST_00981_C3,CUST_00981,18,2027-08-29,20659350,0.8413,0.4053,13
CUST_00981_C3,CUST_00981,19,2027-09-29,21895761,0.829,0.319,9
CUST_00981_C3,CUST_00981,20,2027-10-29,22715676,0.7378,0.2129,14
CUST_00981_C3,CUST_00981,21,2027-11-29,22395618,0.8996,0.2978,16
CUST_00981_C3,CUST_00981,22,2027-12-29,23717917,0.6968,0.2584,12
CUST_00981_C3,CUST_00981,23,2028-01-29,22015673,0.6902,0.1836,14
CUST_00981_C3,CUST_00981,24,2028-02-29,22023823,0.7983,0.2999,11
CUST_00982_C1,CUST_00982,1,2021-12-14,1614864,0.847,0.2162,39
CUST_00982_C1,CUST_00982,2,2022-01-14,1564933,0.639,0.3121,36
CUST_00982_C1,CUST_00982,3,2022-02-14,1723622,0.874,0.0772,34
CUST_00982_C1,CUST_00982,4,2022-03-14,1759587,0.6179,0.3299,63
CUST_00982_C1,CUST_00982,5,2022-04-14,1725672,0.593,0.2434,45
CUST_00982_C1,CUST_00982,6,2022-05-14,1806936,0.8482,0.2439,53
CUST_00982_C1,CUST_00982,7,2022-06-14,1763421,0.7469,0.2153,41
CUST_00982_C1,CUST_00982,8,2022-07-14,1769451,0.6303,0.2796,46
CUST_00982_C1,CUST_00982,9,2022-08-14,1646236,0.8902,0.0911,29
CUST_00982_C1,CUST_00982,10,2022-09-14,1710707,0.5856,0.2992,43
CUST_00982_C1,CUST_00982,11,2022-10-14,1695060,0.6835,0.236,52
CUST_00982_C1,CUST_00982,12,2022-11-14,1724492,0.6669,0.1788,46
CUST_00982_C1,CUST_00982,13,2022-12-14,1747425,0.9171,0.1927,34
CUST_00982_C1,CUST_00982,14,2023-01-14,1703499,0.7081,0.2704,52
CUST_00982_C1,CUST_00982,15,2023-02-14,1844092,0.7103,0.2121,44
CUST_00982_C1,CUST_00982,16,2023-03-14,1761792,0.5983,0.3049,48
CUST_00982_C1,CUST_00982,17,2023-04-14,1860637,0.6944,0.2139,27
CUST_00982_C1,CUST_00982,18,2023-05-14,1734458,0.4862,0.217,39
CUST_00982_C1,CUST_00982,19,2023-06-14,1778141,0.8626,0.2596,43
CUST_00982_C1,CUST_00982,20,2023-07-14,1790484,0.6427,0.1533,43
CUST_00982_C1,CUST_00982,21,2023-08-14,1666823,0.7882,0.09,22
CUST_00982_C1,CUST_00982,22,2023-09-14,1929114,0.6439,0.4271,51
CUST_00982_C1,CUST_00982,23,2023-10-14,1940494,0.6892,0.302,60
CUST_00982_C1,CUST_00982,24,2023-11-14,1871162,0.674,0.2495,33
CUST_00983_C1,CUST_00983,1,2024-08-20,1241954,0.5728,0.1352,51
CUST_00983_C1,CUST_00983,2,2024-09-20,1271680,0.805,0.2895,41
CUST_00983_C1,CUST_00983,3,2024-10-20,1191222,0.6767,0.2169,37
CUST_00983_C1,CUST_00983,4,2024-11-20,1301786,0.6726,0.2079,45
CUST_00983_C1,CUST_00983,5,2024-12-20,1297872,0.6548,0.3362,56
CUST_00983_C1,CUST_00983,6,2025-01-20,1387423,0.7403,0.2762,44
CUST_00983_C1,CUST_00983,7,2025-02-20,1299700,0.6073,0.2277,66
CUST_00983_C1,CUST_00983,8,2025-03-20,1265367,0.8666,0.2526,62
CUST_00983_C1,CUST_00983,9,2025-04-20,1323216,0.5012,0.3406,86
CUST_00983_C1,CUST_00983,10,2025-05-20,1280729,0.6603,0.2649,58
CUST_00983_C1,CUST_00983,11,2025-06-20,1196730,0.5577,0.2696,46
CUST_00983_C1,CUST_00983,12,2025-07-20,1275440,0.6467,0.2192,38
CUST_00983_C1,CUST_00983,13,2025-08-20,1299388,0.7846,0.1494,39
CUST_00983_C1,CUST_00983,14,2025-09-20,1260399,0.6661,0.2375,43
CUST_00983_C1,CUST_00983,15,2025-10-20,1462127,0.5617,0.3315,68
CUST_00983_C1,CUST_00983,16,2025-11-20,1270398,0.6579,0.1252,37
CUST_00983_C1,CUST_00983,17,2025-12-20,1316255,0.8034,0.2213,47
CUST_00983_C1,CUST_00983,18,2026-01-20,1318724,0.5718,0.3391,64
CUST_00983_C1,CUST_00983,19,2026-02-20,1213172,0.816,0.1074,39
CUST_00983_C1,CUST_00983,20,2026-03-20,1258119,0.7015,0.2116,37
CUST_00983_C1,CUST_00983,21,2026-04-20,1302538,0.8341,0.1958,51
CUST_00983_C1,CUST_00983,22,2026-05-20,1419145,0.6588,0.3401,57
CUST_00983_C1,CUST_00983,23,2026-06-20,1245305,0.7294,0.2249,46
CUST_00983_C1,CUST_00983,24,2026-07-20,1476832,0.7884,0.1962,47
CUST_00984_C1,CUST_00984,1,2024-09-16,3825369,0.7795,0.0,13
CUST_00984_C1,CUST_00984,2,2024-10-16,4230199,0.7662,0.2737,28
CUST_00984_C1,CUST_00984,3,2024-11-16,3859712,0.8167,0.3039,10
CUST_00984_C1,CUST_00984,4,2024-12-16,4115139,0.6993,0.2201,21
CUST_00984_C1,CUST_00984,5,2025-01-16,4269770,0.8488,0.2562,23
CUST_00984_C1,CUST_00984,6,2025-02-16,4207072,0.7855,0.2011,23
CUST_00984_C1,CUST_00984,7,2025-03-16,4552248,0.6927,0.1405,18
CUST_00984_C1,CUST_00984,8,2025-04-16,4173264,0.7907,0.2044,26
CUST_00984_C1,CUST_00984,9,2025-05-16,3754794,0.9629,0.0355,17
CUST_00984_C1,CUST_00984,10,2025-06-16,4580911,0.8201,0.1817,16
CUST_00984_C1,CUST_00984,11,2025-07-16,4046174,0.736,0.2101,22
CUST_00984_C1,CUST_00984,12,2025-08-16,4174753,0.6606,0.1399,13
CUST_00984_C2,CUST_00984,1,2025-09-17,3780945,0.8087,0.2614,28
CUST_00984_C2,CUST_00984,2,2025-10-17,4266475,0.5695,0.1735,35
CUST_00984_C2,CUST_00984,3,2025-11-17,4288339,0.7863,0.2064,25
CUST_00984_C2,CUST_00984,4,2025-12-17,4444202,0.7249,0.2848,27
CUST_00984_C2,CUST_00984,5,2026-01-17,4442992,0.7301,0.3338,22
CUST_00984_C2,CUST_00984,6,2026-02-17,4794048,0.5723,0.2543,38
CUST_00984_C2,CUST_00984,7,2026-03-17,4444594,0.5919,0.1032,33
CUST_00984_C2,CUST_00984,8,2026-04-17,4484790,0.6503,0.2003,17
CUST_00984_C2,CUST_00984,9,2026-05-17,4411634,0.7325,0.0838,20
CUST_00984_C2,CUST_00984,10,2026-06-17,4568139,0.7073,0.2018,26
CUST_00984_C2,CUST_00984,11,2026-07-17,4440546,0.88,0.2188,27
CUST_00984_C2,CUST_00984,12,2026-08-17,4547296,0.7903,0.1456,15
CUST_00985_C1,CUST_00985,1,2025-11-11,3961191,0.731,0.1232,38
CUST_00985_C1,CUST_00985,2,2025-12-11,4211666,0.5112,0.4113,53
CUST_00985_C1,CUST_00985,3,2026-01-11,4029626,0.9063,0.3519,47
CUST_00985_C1,CUST_00985,4,2026-02-11,3911541,0.6579,0.1938,46
CUST_00985_C1,CUST_00985,5,2026-03-11,4314544,0.6282,0.311,55
CUST_00985_C1,CUST_00985,6,2026-04-11,4108548,0.6056,0.1643,53
CUST_00985_C1,CUST_00985,7,2026-05-11,3917719,0.6461,0.2105,50
CUST_00985_C1,CUST_00985,8,2026-06-11,3883852,0.7953,0.2034,40
CUST_00985_C1,CUST_00985,9,2026-07-11,4310042,0.8273,0.3199,46
CUST_00985_C1,CUST_00985,10,2026-08-11,4211465,0.7816,0.2005,45
CUST_00985_C1,CUST_00985,11,2026-09-11,4568345,0.634,0.3872,80
CUST_00985_C1,CUST_00985,12,2026-10-11,4276575,0.6777,0.3083,43
CUST_00985_C2,CUST_00985,1,2026-11-12,4051985,0.8234,0.434,58
CUST_00985_C2,CUST_00985,2,2026-12-12,4462447,0.4827,0.1331,72
CUST_00985_C2,CUST_00985,3,2027-01-12,3929066,0.9443,0.1979,22
CUST_00985_C2,CUST_00985,4,2027-02-12,4119086,0.681,0.1973,32
CUST_00985_C2,CUST_00985,5,2027-03-12,4298459,0.7248,0.2697,45
CUST_00985_C2,CUST_00985,6,2027-04-12,3996690,0.6674,0.1304,41
CUST_00985_C2,CUST_00985,7,2027-05-12,4041274,0.6544,0.3023,56
CUST_00985_C2,CUST_00985,8,2027-06-12,4145466,0.7709,0.2671,44
CUST_00985_C2,CUST_00985,9,2027-07-12,3994561,0.7546,0.0,36
CUST_00985_C2,CUST_00985,10,2027-08-12,3910821,0.6902,0.4044,44
CUST_00985_C2,CUST_00985,11,2027-09-12,3914980,0.7062,0.2841,41
CUST_00985_C2,CUST_00985,12,2027-10-12,4104445,0.6559,0.1892,49
CUST_00985_C2,CUST_00985,13,2027-11-12,4244176,0.5274,0.2609,56
CUST_00985_C2,CUST_00985,14,2027-12-12,4037197,0.7849,0.2728,54
CUST_00985_C2,CUST_00985,15,2028-01-12,4366286,0.744,0.3227,55
CUST_00985_C2,CUST_00985,16,2028-02-12,4580519,0.5907,0.3389,56
CUST_00985_C2,CUST_00985,17,2028-03-12,4383561,0.609,0.2293,42
CUST_00985_C2,CUST_00985,18,2028-04-12,4534852,0.6438,0.3239,66
CUST_00985_C2,CUST_00985,19,2028-05-12,4284145,0.8278,0.2345,23
CUST_00985_C2,CUST_00985,20,2028-06-12,4255754,0.6637,0.426,58
CUST_00985_C2,CUST_00985,21,2028-07-12,4377870,0.7124,0.2157,40
CUST_00985_C2,CUST_00985,22,2028-08-12,4173896,0.8368,0.0607,32
CUST_00985_C2,CUST_00985,23,2028-09-12,4626567,0.5964,0.4039,39
CUST_00985_C2,CUST_00985,24,2028-10-12,4309828,0.7608,0.3617,45
CUST_00985_C2,CUST_00985,25,2028-11-12,4193802,0.8496,0.2435,45
CUST_00985_C2,CUST_00985,26,2028-12-12,4240979,0.5493,0.3333,44
CUST_00985_C2,CUST_00985,27,2029-01-12,4501665,0.7089,0.1838,38
CUST_00985_C2,CUST_00985,28,2029-02-12,3936646,0.7723,0.2428,41
CUST_00985_C2,CUST_00985,29,2029-03-12,4301020,0.6409,0.2795,43
CUST_00985_C2,CUST_00985,30,2029-04-12,4701720,0.6631,0.2966,49
CUST_00985_C2,CUST_00985,31,2029-05-12,4063160,0.5412,0.2158,33
CUST_00985_C2,CUST_00985,32,2029-06-12,4671488,0.7901,0.3133,37
CUST_00985_C2,CUST_00985,33,2029-07-12,4826047,0.6338,0.2543,43
CUST_00985_C2,CUST_00985,34,2029-08-12,4354752,0.635,0.2925,49
CUST_00985_C2,CUST_00985,35,2029-09-12,4824712,0.702,0.1805,26
CUST_00985_C2,CUST_00985,36,2029-10-12,4566938,0.732,0.1149,38
CUST_00985_C3,CUST_00985,1,2029-11-13,3841977,0.7506,0.2604,41
CUST_00985_C3,CUST_00985,2,2029-12-13,4049396,0.598,0.2474,46
CUST_00985_C3,CUST_00985,3,2030-01-13,4402919,0.6505,0.1883,38
CUST_00985_C3,CUST_00985,4,2030-02-13,3941403,0.5524,0.1684,35
CUST_00985_C3,CUST_00985,5,2030-03-13,4431214,0.7983,0.2006,34
CUST_00985_C3,CUST_00985,6,2030-04-13,4069069,0.7361,0.2119,31
CUST_00985_C3,CUST_00985,7,2030-05-13,4114395,0.7585,0.1833,41
CUST_00985_C3,CUST_00985,8,2030-06-13,4113150,0.8105,0.1475,31
CUST_00985_C3,CUST_00985,9,2030-07-13,4078994,0.7555,0.2693,37
CUST_00985_C3,CUST_00985,10,2030-08-13,4300530,0.8063,0.2406,34
CUST_00985_C3,CUST_00985,11,2030-09-13,4270838,0.664,0.1531,41
CUST_00985_C3,CUST_00985,12,2030-10-13,4552326,0.7441,0.1675,51
CUST_00985_C3,CUST_00985,13,2030-11-13,4377287,0.7476,0.4455,50
CUST_00985_C3,CUST_00985,14,2030-12-13,4532637,0.6798,0.1183,43
CUST_00985_C3,CUST_00985,15,2031-01-13,4693294,0.6369,0.4204,47
CUST_00985_C3,CUST_00985,16,2031-02-13,4361951,0.5918,0.2501,42
CUST_00985_C3,CUST_00985,17,2031-03-13,4557954,0.8046,0.2346,34
CUST_00985_C3,CUST_00985,18,2031-04-13,4306816,0.6673,0.2008,48
CUST_00985_C3,CUST_00985,19,2031-05-13,4504077,0.7696,0.326,40
CUST_00985_C3,CUST_00985,20,2031-06-13,4203586,0.6346,0.2889,43
CUST_00985_C3,CUST_00985,21,2031-07-13,4675853,0.743,0.2848,55
CUST_00985_C3,CUST_00985,22,2031-08-13,4697942,0.5505,0.1493,51
CUST_00985_C3,CUST_00985,23,2031-09-13,4693647,0.7886,0.3032,38
CUST_00985_C3,CUST_00985,24,2031-10-13,4450469,0.5997,0.2376,39
CUST_00986_C1,CUST_00986,1,2023-05-24,2396138,0.6381,0.1068,21
CUST_00986_C1,CUST_00986,2,2023-06-24,2461984,0.7546,0.24,26
CUST_00986_C1,CUST_00986,3,2023-07-24,2370626,0.9125,0.3092,29
CUST_00986_C1,CUST_00986,4,2023-08-24,2509316,0.9163,0.2395,30
CUST_00986_C1,CUST_00986,5,2023-09-24,2219191,0.8458,0.1441,47
CUST_00986_C1,CUST_00986,6,2023-10-24,2559842,0.6346,0.2673,48
CUST_00986_C1,CUST_00986,7,2023-11-24,2786510,0.6966,0.2459,39
CUST_00986_C1,CUST_00986,8,2023-12-24,2486344,0.6645,0.1979,36
CUST_00986_C1,CUST_00986,9,2024-01-24,2541316,0.7517,0.1894,47
CUST_00986_C1,CUST_00986,10,2024-02-24,2566628,0.7424,0.3729,30
