customer_id,contract_id,contract_seq,industry,company_size,account_created_date,contract_start_date,contract_end_date,contract_term_months,tenure_months,renewal_count,managed_service_plan,support_plan
CUST_00755,CUST_00755_C1,1,물류/운송,5-49인,2024-08-17,2024-08-17,2026-08-17,24,0,0,Basic,Standard
CUST_00755,CUST_00755_C2,2,물류/운송,5-49인,2024-08-17,2026-08-18,2028-08-18,24,24,1,Basic,Priority
CUST_00756,CUST_00756_C1,1,유통/커머스,5-49인,2025-04-19,2025-04-19,2027-04-19,24,0,0,Basic,Standard
CUST_00757,CUST_00757_C1,1,물류/운송,5-49인,2021-11-27,2021-11-27,2022-11-27,12,0,0,Basic,Priority
CUST_00758,CUST_00758_C1,1,물류/운송,5-49인,2022-04-28,2022-04-28,2025-04-28,36,0,0,Premium,Enterprise
CUST_00758,CUST_00758_C2,2,물류/운송,5-49인,2022-04-28,2025-04-29,2027-04-29,24,36,1,Premium,Enterprise
CUST_00759,CUST_00759_C1,1,제조업,5-49인,2024-03-24,2024-03-24,2025-03-24,12,0,0,Basic,Standard
CUST_00760,CUST_00760_C1,1,교육,5-49인,2026-06-08,2026-06-08,2029-06-08,36,0,0,Basic,Standard
CUST_00761,CUST_00761_C1,1,IT/소프트웨어,5-49인,2025-01-19,2025-01-19,2027-01-19,24,0,0,Standard,Standard
CUST_00762,CUST_00762_C1,1,유통/커머스,5-49인,2021-10-05,2021-10-05,2022-10-05,12,0,0,Basic,Priority
CUST_00762,CUST_00762_C2,2,유통/커머스,5-49인,2021-10-05,2022-10-06,2023-10-06,12,12,1,Basic,Standard
CUST_00763,CUST_00763_C1,1,제조업,5-49인,2024-01-11,2024-01-11,2025-01-11,12,0,0,Standard,Priority
CUST_00763,CUST_00763_C2,2,제조업,5-49인,2024-01-11,2025-01-12,2026-01-12,12,12,1,Standard,Enterprise
CUST_00763,CUST_00763_C3,3,제조업,5-49인,2024-01-11,2026-01-13,2027-01-13,12,24,2,Standard,Standard
CUST_00764,CUST_00764_C1,1,기타서비스업,5-49인,2022-02-16,2022-02-16,2023-02-16,12,0,0,Basic,Standard
CUST_00764,CUST_00764_C2,2,기타서비스업,5-49인,2022-02-16,2023-02-17,2025-02-17,24,12,1,Basic,Priority
CUST_00765,CUST_00765_C1,1,기타서비스업,5-49인,2023-04-08,2023-04-08,2024-04-08,12,0,0,Basic,Standard
CUST_00766,CUST_00766_C1,1,IT/소프트웨어,5-49인,2022-06-30,2022-06-30,2024-06-30,24,0,0,Basic,Priority
CUST_00767,CUST_00767_C1,1,제조업,5-49인,2023-08-06,2023-08-06,2025-08-06,24,0,0,Basic,Standard
CUST_00767,CUST_00767_C2,2,제조업,5-49인,2023-08-06,2025-08-07,2026-08-07,12,24,1,Basic,Priority
CUST_00768,CUST_00768_C1,1,금융/보험,50-299인,2024-04-13,2024-04-13,2025-04-13,12,0,0,Basic,Priority
CUST_00769,CUST_00769_C1,1,의료/헬스케어,5-49인,2024-04-28,2024-04-28,2026-04-28,24,0,0,Basic,Priority
CUST_00770,CUST_00770_C1,1,제조업,5-49인,2022-05-08,2022-05-08,2023-05-08,12,0,0,Standard,Priority
CUST_00771,CUST_00771_C1,1,기타서비스업,5-49인,2024-06-25,2024-06-25,2025-06-25,12,0,0,Standard,Standard
CUST_00772,CUST_00772_C1,1,유통/커머스,5-49인,2025-09-20,2025-09-20,2026-09-20,12,0,0,Standard,Enterprise
CUST_00773,CUST_00773_C1,1,금융/보험,5-49인,2025-06-03,2025-06-03,2026-06-03,12,0,0,Premium,Enterprise
CUST_00773,CUST_00773_C2,2,금융/보험,5-49인,2025-06-03,2026-06-04,2027-06-04,12,12,1,Premium,Enterprise
CUST_00774,CUST_00774_C1,1,유통/커머스,50-299인,2024-02-18,2024-02-18,2026-02-18,24,0,0,Standard,Enterprise
CUST_00774,CUST_00774_C2,2,유통/커머스,50-299인,2024-02-18,2026-02-19,2027-02-19,12,24,1,Standard,Standard
CUST_00775,CUST_00775_C1,1,IT/소프트웨어,5-49인,2024-01-28,2024-01-28,2025-01-28,12,0,0,Basic,Priority
CUST_00775,CUST_00775_C2,2,IT/소프트웨어,5-49인,2024-01-28,2025-01-29,2028-01-29,36,12,1,Basic,Standard
CUST_00776,CUST_00776_C1,1,유통/커머스,5-49인,2023-06-05,2023-06-05,2024-06-05,12,0,0,Basic,Standard
CUST_00776,CUST_00776_C2,2,유통/커머스,5-49인,2023-06-05,2024-06-06,2025-06-06,12,12,1,Basic,Standard
CUST_00777,CUST_00777_C1,1,기타서비스업,5-49인,2024-12-19,2024-12-19,2025-12-19,12,0,0,Basic,Priority
CUST_00777,CUST_00777_C2,2,기타서비스업,5-49인,2024-12-19,2025-12-20,2028-12-20,36,12,1,Basic,Standard
CUST_00777,CUST_00777_C3,3,기타서비스업,5-49인,2024-12-19,2028-12-21,2030-12-21,24,48,2,Basic,Priority
CUST_00778,CUST_00778_C1,1,제조업,5-49인,2023-10-02,2023-10-02,2024-10-02,12,0,0,Basic,Standard
CUST_00778,CUST_00778_C2,2,제조업,5-49인,2023-10-02,2024-10-03,2026-10-03,24,12,1,Basic,Standard
CUST_00779,CUST_00779_C1,1,유통/커머스,5-49인,2022-04-10,2022-04-10,2023-04-10,12,0,0,Standard,Standard
CUST_00779,CUST_00779_C2,2,유통/커머스,5-49인,2022-04-10,2023-04-11,2024-04-11,12,12,1,Standard,Priority
CUST_00779,CUST_00779_C3,3,유통/커머스,5-49인,2022-04-10,2024-04-12,2025-04-12,12,24,2,Standard,Enterprise
CUST_00780,CUST_00780_C1,1,제조업,5-49인,2024-03-26,2024-03-26,2026-03-26,24,0,0,Basic,Standard
CUST_00781,CUST_00781_C1,1,유통/커머스,5-49인,2023-11-05,2023-11-05,2025-11-05,24,0,0,Basic,Standard
CUST_00781,CUST_00781_C2,2,유통/커머스,5-49인,2023-11-05,2025-11-06,2026-11-06,12,24,1,Basic,Standard
CUST_00781,CUST_00781_C3,3,유통/커머스,5-49인,2023-11-05,2026-11-07,2028-11-07,24,36,2,Basic,Standard
CUST_00782,CUST_00782_C1,1,제조업,5-49인,2025-10-09,2025-10-09,2027-10-09,24,0,0,Basic,Standard
CUST_00783,CUST_00783_C1,1,제조업,5-49인,2022-10-11,2022-10-11,2024-10-11,24,0,0,Standard,Priority
CUST_00784,CUST_00784_C1,1,기타서비스업,50-299인,2026-06-17,2026-06-17,2029-06-17,36,0,0,Premium,Enterprise
CUST_00785,CUST_00785_C1,1,제조업,50-299인,2023-02-01,2023-02-01,2024-02-01,12,0,0,Premium,Standard
CUST_00785,CUST_00785_C2,2,제조업,50-299인,2023-02-01,2024-02-02,2025-02-02,12,12,1,Premium,Standard
CUST_00785,CUST_00785_C3,3,제조업,50-299인,2023-02-01,2025-02-03,2026-02-03,12,24,2,Premium,Enterprise
CUST_00786,CUST_00786_C1,1,교육,50-299인,2026-06-16,2026-06-16,2027-06-16,12,0,0,Standard,Standard
CUST_00786,CUST_00786_C2,2,교육,50-299인,2026-06-16,2027-06-17,2029-06-17,24,12,1,Standard,Enterprise
CUST_00786,CUST_00786_C3,3,교육,50-299인,2026-06-16,2029-06-18,2030-06-18,12,36,2,Standard,Standard
CUST_00787,CUST_00787_C1,1,금융/보험,5-49인,2025-06-15,2025-06-15,2026-06-15,12,0,0,Basic,Priority
CUST_00788,CUST_00788_C1,1,제조업,5-49인,2022-09-10,2022-09-10,2023-09-10,12,0,0,Basic,Standard
CUST_00789,CUST_00789_C1,1,유통/커머스,5-49인,2026-06-27,2026-06-27,2028-06-27,24,0,0,Standard,Priority
CUST_00790,CUST_00790_C1,1,제조업,5-49인,2026-01-02,2026-01-02,2029-01-02,36,0,0,Basic,Standard
CUST_00790,CUST_00790_C2,2,제조업,5-49인,2026-01-02,2029-01-03,2032-01-03,36,36,1,Basic,Priority
CUST_00791,CUST_00791_C1,1,IT/소프트웨어,5-49인,2026-02-12,2026-02-12,2027-02-12,12,0,0,Premium,Enterprise
CUST_00792,CUST_00792_C1,1,금융/보험,5-49인,2024-04-03,2024-04-03,2026-04-03,24,0,0,Standard,Priority
CUST_00792,CUST_00792_C2,2,금융/보험,5-49인,2024-04-03,2026-04-04,2027-04-04,12,24,1,Standard,Standard
CUST_00793,CUST_00793_C1,1,교육,5-49인,2022-01-18,2022-01-18,2024-01-18,24,0,0,Basic,Standard
CUST_00793,CUST_00793_C2,2,교육,5-49인,2022-01-18,2024-01-19,2025-01-19,12,24,1,Basic,Standard
CUST_00793,CUST_00793_C3,3,교육,5-49인,2022-01-18,2025-01-20,2026-01-20,12,36,2,Basic,Standard
CUST_00794,CUST_00794_C1,1,교육,5-49인,2022-11-10,2022-11-10,2023-11-10,12,0,0,Standard,Priority
CUST_00794,CUST_00794_C2,2,교육,5-49인,2022-11-10,2023-11-11,2025-11-11,24,12,1,Standard,Priority
CUST_00795,CUST_00795_C1,1,IT/소프트웨어,5-49인,2022-05-03,2022-05-03,2024-05-03,24,0,0,Basic,Standard
CUST_00795,CUST_00795_C2,2,IT/소프트웨어,5-49인,2022-05-03,2024-05-04,2025-05-04,12,24,1,Basic,Standard
CUST_00796,CUST_00796_C1,1,IT/소프트웨어,50-299인,2026-06-11,2026-06-11,2027-06-11,12,0,0,Standard,Priority
CUST_00797,CUST_00797_C1,1,IT/소프트웨어,5-49인,2026-02-26,2026-02-26,2028-02-26,24,0,0,Standard,Priority
CUST_00798,CUST_00798_C1,1,금융/보험,5-49인,2023-03-23,2023-03-23,2026-03-23,36,0,0,Basic,Priority
CUST_00798,CUST_00798_C2,2,금융/보험,5-49인,2023-03-23,2026-03-24,2028-03-24,24,36,1,Basic,Standard
CUST_00799,CUST_00799_C1,1,IT/소프트웨어,5-49인,2022-10-31,2022-10-31,2024-10-31,24,0,0,Standard,Enterprise
CUST_00799,CUST_00799_C2,2,IT/소프트웨어,5-49인,2022-10-31,2024-11-01,2025-11-01,12,25,1,Standard,Priority
CUST_00800,CUST_00800_C1,1,IT/소프트웨어,5-49인,2024-04-24,2024-04-24,2025-04-24,12,0,0,Basic,Standard
CUST_00801,CUST_00801_C1,1,제조업,5-49인,2023-07-21,2023-07-21,2024-07-21,12,0,0,Basic,Standard
CUST_00802,CUST_00802_C1,1,금융/보험,5-49인,2024-11-13,2024-11-13,2025-11-13,12,0,0,Basic,Standard
CUST_00803,CUST_00803_C1,1,유통/커머스,5-49인,2026-08-11,2026-08-11,2028-08-11,24,0,0,Basic,Standard
CUST_00803,CUST_00803_C2,2,유통/커머스,5-49인,2026-08-11,2028-08-12,2030-08-12,24,24,1,Basic,Priority
CUST_00803,CUST_00803_C3,3,유통/커머스,5-49인,2026-08-11,2030-08-13,2031-08-13,12,48,2,Basic,Standard
CUST_00804,CUST_00804_C1,1,유통/커머스,5-49인,2022-06-09,2022-06-09,2023-06-09,12,0,0,Basic,Priority
CUST_00805,CUST_00805_C1,1,물류/운송,5-49인,2024-01-27,2024-01-27,2025-01-27,12,0,0,Standard,Priority
CUST_00805,CUST_00805_C2,2,물류/운송,5-49인,2024-01-27,2025-01-28,2026-01-28,12,12,1,Standard,Priority
CUST_00805,CUST_00805_C3,3,물류/운송,5-49인,2024-01-27,2026-01-29,2028-01-29,24,24,2,Standard,Priority
CUST_00806,CUST_00806_C1,1,제조업,5-49인,2025-11-01,2025-11-01,2027-11-01,24,0,0,Standard,Standard
CUST_00807,CUST_00807_C1,1,유통/커머스,5-49인,2023-08-12,2023-08-12,2026-08-12,36,0,0,Basic,Standard
CUST_00808,CUST_00808_C1,1,의료/헬스케어,5-49인,2023-01-15,2023-01-15,2026-01-15,36,0,0,Basic,Standard
CUST_00808,CUST_00808_C2,2,의료/헬스케어,5-49인,2023-01-15,2026-01-16,2027-01-16,12,36,1,Basic,Standard
CUST_00809,CUST_00809_C1,1,금융/보험,5-49인,2023-07-04,2023-07-04,2025-07-04,24,0,0,Standard,Priority
CUST_00809,CUST_00809_C2,2,금융/보험,5-49인,2023-07-04,2025-07-05,2028-07-05,36,24,1,Standard,Priority
CUST_00810,CUST_00810_C1,1,교육,5-49인,2023-08-12,2023-08-12,2024-08-12,12,0,0,Basic,Standard
CUST_00810,CUST_00810_C2,2,교육,5-49인,2023-08-12,2024-08-13,2026-08-13,24,12,1,Basic,Standard
CUST_00810,CUST_00810_C3,3,교육,5-49인,2023-08-12,2026-08-14,2027-08-14,12,36,2,Basic,Standard
CUST_00811,CUST_00811_C1,1,물류/운송,5-49인,2025-11-09,2025-11-09,2026-11-09,12,0,0,Basic,Standard
CUST_00812,CUST_00812_C1,1,교육,5-49인,2023-01-21,2023-01-21,2024-01-21,12,0,0,Basic,Standard
CUST_00813,CUST_00813_C1,1,의료/헬스케어,5-49인,2023-09-17,2023-09-17,2024-09-17,12,0,0,Basic,Standard
CUST_00814,CUST_00814_C1,1,IT/소프트웨어,5-49인,2026-06-12,2026-06-12,2027-06-12,12,0,0,Basic,Priority
CUST_00814,CUST_00814_C2,2,IT/소프트웨어,5-49인,2026-06-12,2027-06-13,2028-06-13,12,12,1,Basic,Standard
CUST_00815,CUST_00815_C1,1,제조업,300인이상,2021-12-27,2021-12-27,2024-12-27,36,0,0,Standard,Priority
CUST_00815,CUST_00815_C2,2,제조업,300인이상,2021-12-27,2024-12-28,2026-12-28,24,36,1,Standard,Priority
CUST_00816,CUST_00816_C1,1,IT/소프트웨어,5-49인,2022-06-26,2022-06-26,2024-06-26,24,0,0,Basic,Standard
CUST_00816,CUST_00816_C2,2,IT/소프트웨어,5-49인,2022-06-26,2024-06-27,2026-06-27,24,24,1,Basic,Standard
CUST_00816,CUST_00816_C3,3,IT/소프트웨어,5-49인,2022-06-26,2026-06-28,2029-06-28,36,48,2,Basic,Standard
CUST_00817,CUST_00817_C1,1,교육,5-49인,2024-10-10,2024-10-10,2026-10-10,24,0,0,Basic,Standard
CUST_00817,CUST_00817_C2,2,교육,5-49인,2024-10-10,2026-10-11,2028-10-11,24,24,1,Basic,Standard
CUST_00818,CUST_00818_C1,1,제조업,5-49인,2025-12-04,2025-12-04,2026-12-04,12,0,0,Basic,Priority
CUST_00819,CUST_00819_C1,1,교육,5-49인,2023-07-09,2023-07-09,2024-07-09,12,0,0,Basic,Standard
CUST_00820,CUST_00820_C1,1,교육,5-49인,2023-09-26,2023-09-26,2024-09-26,12,0,0,Basic,Priority
CUST_00820,CUST_00820_C2,2,교육,5-49인,2023-09-26,2024-09-27,2025-09-27,12,12,1,Basic,Enterprise
CUST_00821,CUST_00821_C1,1,제조업,5-49인,2024-05-19,2024-05-19,2026-05-19,24,0,0,Basic,Priority
CUST_00822,CUST_00822_C1,1,제조업,50-299인,2024-01-23,2024-01-23,2025-01-23,12,0,0,Basic,Standard
CUST_00822,CUST_00822_C2,2,제조업,50-299인,2024-01-23,2025-01-24,2027-01-24,24,12,1,Basic,Standard
CUST_00823,CUST_00823_C1,1,금융/보험,5-49인,2026-07-09,2026-07-09,2027-07-09,12,0,0,Basic,Standard
CUST_00824,CUST_00824_C1,1,기타서비스업,5-49인,2023-12-30,2023-12-30,2024-12-30,12,0,0,Basic,Standard
CUST_00825,CUST_00825_C1,1,유통/커머스,5-49인,2021-12-02,2021-12-02,2022-12-02,12,0,0,Basic,Standard
CUST_00826,CUST_00826_C1,1,제조업,5-49인,2022-11-25,2022-11-25,2024-11-25,24,0,0,Basic,Standard
CUST_00827,CUST_00827_C1,1,IT/소프트웨어,5-49인,2022-07-30,2022-07-30,2023-07-30,12,0,0,Basic,Priority
CUST_00827,CUST_00827_C2,2,IT/소프트웨어,5-49인,2022-07-30,2023-07-31,2024-07-31,12,12,1,Basic,Standard
CUST_00828,CUST_00828_C1,1,제조업,5-49인,2023-05-23,2023-05-23,2024-05-23,12,0,0,Basic,Standard
CUST_00828,CUST_00828_C2,2,제조업,5-49인,2023-05-23,2024-05-24,2025-05-24,12,12,1,Basic,Standard
CUST_00828,CUST_00828_C3,3,제조업,5-49인,2023-05-23,2025-05-25,2027-05-25,24,24,2,Basic,Standard
CUST_00829,CUST_00829_C1,1,금융/보험,5-49인,2024-12-03,2024-12-03,2025-12-03,12,0,0,Standard,Priority
CUST_00829,CUST_00829_C2,2,금융/보험,5-49인,2024-12-03,2025-12-04,2027-12-04,24,12,1,Standard,Enterprise
CUST_00830,CUST_00830_C1,1,IT/소프트웨어,50-299인,2024-04-19,2024-04-19,2026-04-19,24,0,0,Standard,Priority
CUST_00831,CUST_00831_C1,1,유통/커머스,5-49인,2021-11-10,2021-11-10,2022-11-10,12,0,0,Basic,Standard
CUST_00832,CUST_00832_C1,1,IT/소프트웨어,5-49인,2024-04-08,2024-04-08,2025-04-08,12,0,0,Standard,Priority
CUST_00833,CUST_00833_C1,1,물류/운송,50-299인,2026-07-10,2026-07-10,2027-07-10,12,0,0,Standard,Priority
CUST_00833,CUST_00833_C2,2,물류/운송,50-299인,2026-07-10,2027-07-11,2028-07-11,12,12,1,Standard,Standard
CUST_00834,CUST_00834_C1,1,교육,5-49인,2024-10-16,2024-10-16,2025-10-16,12,0,0,Basic,Standard
CUST_00835,CUST_00835_C1,1,IT/소프트웨어,5-49인,2026-08-15,2026-08-15,2027-08-15,12,0,0,Basic,Priority
CUST_00836,CUST_00836_C1,1,금융/보험,5-49인,2023-11-19,2023-11-19,2024-11-19,12,0,0,Standard,Priority
CUST_00836,CUST_00836_C2,2,금융/보험,5-49인,2023-11-19,2024-11-20,2026-11-20,24,12,1,Standard,Enterprise
CUST_00837,CUST_00837_C1,1,IT/소프트웨어,5-49인,2025-03-15,2025-03-15,2026-03-15,12,0,0,Basic,Standard
CUST_00837,CUST_00837_C2,2,IT/소프트웨어,5-49인,2025-03-15,2026-03-16,2027-03-16,12,12,1,Basic,Standard
CUST_00838,CUST_00838_C1,1,제조업,5-49인,2022-11-28,2022-11-28,2025-11-28,36,0,0,Premium,Priority
CUST_00838,CUST_00838_C2,2,제조업,5-49인,2022-11-28,2025-11-29,2028-11-29,36,36,1,Premium,Priority
CUST_00839,CUST_00839_C1,1,유통/커머스,5-49인,2026-03-12,2026-03-12,2028-03-12,24,0,0,Standard,Standard
CUST_00840,CUST_00840_C1,1,유통/커머스,5-49인,2025-10-28,2025-10-28,2026-10-28,12,0,0,Basic,Priority
CUST_00841,CUST_00841_C1,1,제조업,5-49인,2021-12-01,2021-12-01,2023-12-01,24,0,0,Standard,Priority
CUST_00842,CUST_00842_C1,1,금융/보험,50-299인,2021-09-24,2021-09-24,2022-09-24,12,0,0,Basic,Standard
CUST_00843,CUST_00843_C1,1,제조업,5-49인,2023-11-24,2023-11-24,2024-11-24,12,0,0,Premium,Priority
CUST_00844,CUST_00844_C1,1,IT/소프트웨어,50-299인,2025-11-16,2025-11-16,2026-11-16,12,0,0,Standard,Priority
CUST_00844,CUST_00844_C2,2,IT/소프트웨어,50-299인,2025-11-16,2026-11-17,2027-11-17,12,12,1,Standard,Priority
CUST_00845,CUST_00845_C1,1,유통/커머스,5-49인,2026-08-13,2026-08-13,2029-08-13,36,0,0,Basic,Priority
CUST_00846,CUST_00846_C1,1,금융/보험,5-49인,2022-03-11,2022-03-11,2023-03-11,12,0,0,Basic,Standard
CUST_00847,CUST_00847_C1,1,유통/커머스,5-49인,2022-11-22,2022-11-22,2025-11-22,36,0,0,Standard,Enterprise
CUST_00847,CUST_00847_C2,2,유통/커머스,5-49인,2022-11-22,2025-11-23,2026-11-23,12,36,1,Standard,Priority
CUST_00848,CUST_00848_C1,1,물류/운송,5-49인,2026-08-14,2026-08-14,2027-08-14,12,0,0,Standard,Standard
CUST_00849,CUST_00849_C1,1,물류/운송,50-299인,2024-01-30,2024-01-30,2027-01-30,36,0,0,Premium,Enterprise
CUST_00850,CUST_00850_C1,1,제조업,5-49인,2025-08-23,2025-08-23,2028-08-23,36,0,0,Basic,Standard
CUST_00851,CUST_00851_C1,1,제조업,5-49인,2023-10-15,2023-10-15,2025-10-15,24,0,0,Standard,Priority
CUST_00851,CUST_00851_C2,2,제조업,5-49인,2023-10-15,2025-10-16,2027-10-16,24,24,1,Standard,Priority
CUST_00852,CUST_00852_C1,1,교육,5-49인,2025-11-03,2025-11-03,2027-11-03,24,0,0,Basic,Standard
CUST_00852,CUST_00852_C2,2,교육,5-49인,2025-11-03,2027-11-04,2028-11-04,12,24,1,Basic,Standard
CUST_00853,CUST_00853_C1,1,제조업,5-49인,2023-08-12,2023-08-12,2024-08-12,12,0,0,Basic,Standard
CUST_00854,CUST_00854_C1,1,물류/운송,5-49인,2026-06-07,2026-06-07,2027-06-07,12,0,0,Basic,Priority
CUST_00855,CUST_00855_C1,1,유통/커머스,5-49인,2023-11-21,2023-11-21,2025-11-21,24,0,0,Basic,Priority
CUST_00856,CUST_00856_C1,1,의료/헬스케어,5-49인,2024-04-21,2024-04-21,2025-04-21,12,0,0,Standard,Standard
CUST_00856,CUST_00856_C2,2,의료/헬스케어,5-49인,2024-04-21,2025-04-22,2027-04-22,24,12,1,Standard,Enterprise
CUST_00857,CUST_00857_C1,1,IT/소프트웨어,50-299인,2025-01-07,2025-01-07,2028-01-07,36,0,0,Standard,Priority
CUST_00858,CUST_00858_C1,1,제조업,5-49인,2024-08-05,2024-08-05,2027-08-05,36,0,0,Basic,Standard
CUST_00859,CUST_00859_C1,1,기타서비스업,5-49인,2024-12-14,2024-12-14,2025-12-14,12,0,0,Basic,Standard
CUST_00860,CUST_00860_C1,1,교육,5-49인,2023-04-10,2023-04-10,2025-04-10,24,0,0,Basic,Priority
CUST_00860,CUST_00860_C2,2,교육,5-49인,2023-04-10,2025-04-11,2026-04-11,12,24,1,Basic,Standard
CUST_00860,CUST_00860_C3,3,교육,5-49인,2023-04-10,2026-04-12,2027-04-12,12,36,2,Basic,Standard
CUST_00861,CUST_00861_C1,1,제조업,5-49인,2026-02-18,2026-02-18,2027-02-18,12,0,0,Basic,Priority
CUST_00862,CUST_00862_C1,1,금융/보험,5-49인,2024-03-10,2024-03-10,2025-03-10,12,0,0,Premium,Priority
CUST_00863,CUST_00863_C1,1,IT/소프트웨어,5-49인,2021-11-04,2021-11-04,2022-11-04,12,0,0,Basic,Standard
CUST_00863,CUST_00863_C2,2,IT/소프트웨어,5-49인,2021-11-04,2022-11-05,2024-11-05,24,12,1,Basic,Priority
CUST_00864,CUST_00864_C1,1,기타서비스업,5-49인,2023-12-27,2023-12-27,2026-12-27,36,0,0,Standard,Priority
CUST_00864,CUST_00864_C2,2,기타서비스업,5-49인,2023-12-27,2026-12-28,2027-12-28,12,36,1,Standard,Enterprise
CUST_00865,CUST_00865_C1,1,IT/소프트웨어,5-49인,2024-01-26,2024-01-26,2026-01-26,24,0,0,Basic,Standard
CUST_00865,CUST_00865_C2,2,IT/소프트웨어,5-49인,2024-01-26,2026-01-27,2028-01-27,24,24,1,Basic,Standard
CUST_00866,CUST_00866_C1,1,IT/소프트웨어,5-49인,2022-11-25,2022-11-25,2023-11-25,12,0,0,Basic,Enterprise
CUST_00867,CUST_00867_C1,1,유통/커머스,5-49인,2026-01-05,2026-01-05,2027-01-05,12,0,0,Standard,Priority
CUST_00868,CUST_00868_C1,1,제조업,5-49인,2024-02-11,2024-02-11,2025-02-11,12,0,0,Basic,Priority
CUST_00868,CUST_00868_C2,2,제조업,5-49인,2024-02-11,2025-02-12,2027-02-12,24,12,1,Basic,Standard
CUST_00869,CUST_00869_C1,1,유통/커머스,5-49인,2023-07-14,2023-07-14,2025-07-14,24,0,0,Standard,Priority
CUST_00870,CUST_00870_C1,1,금융/보험,5-49인,2025-11-21,2025-11-21,2026-11-21,12,0,0,Basic,Priority
CUST_00871,CUST_00871_C1,1,교육,5-49인,2024-05-16,2024-05-16,2025-05-16,12,0,0,Basic,Standard
CUST_00871,CUST_00871_C2,2,교육,5-49인,2024-05-16,2025-05-17,2027-05-17,24,12,1,Basic,Priority
CUST_00871,CUST_00871_C3,3,교육,5-49인,2024-05-16,2027-05-18,2028-05-18,12,36,2,Basic,Priority
CUST_00872,CUST_00872_C1,1,의료/헬스케어,5-49인,2023-10-17,2023-10-17,2024-10-17,12,0,0,Standard,Standard
CUST_00873,CUST_00873_C1,1,유통/커머스,5-49인,2024-04-07,2024-04-07,2025-04-07,12,0,0,Basic,Standard
CUST_00874,CUST_00874_C1,1,기타서비스업,5-49인,2023-12-28,2023-12-28,2025-12-28,24,0,0,Basic,Standard
CUST_00875,CUST_00875_C1,1,제조업,5-49인,2023-12-28,2023-12-28,2025-12-28,24,0,0,Standard,Priority
CUST_00876,CUST_00876_C1,1,금융/보험,5-49인,2021-11-22,2021-11-22,2022-11-22,12,0,0,Basic,Standard
CUST_00877,CUST_00877_C1,1,기타서비스업,5-49인,2024-03-16,2024-03-16,2026-03-16,24,0,0,Basic,Priority
CUST_00877,CUST_00877_C2,2,기타서비스업,5-49인,2024-03-16,2026-03-17,2028-03-17,24,24,1,Basic,Standard
CUST_00878,CUST_00878_C1,1,기타서비스업,5-49인,2023-11-12,2023-11-12,2026-11-12,36,0,0,Basic,Standard
CUST_00878,CUST_00878_C2,2,기타서비스업,5-49인,2023-11-12,2026-11-13,2027-11-13,12,36,1,Basic,Standard
CUST_00879,CUST_00879_C1,1,의료/헬스케어,5-49인,2023-01-29,2023-01-29,2024-01-29,12,0,0,Basic,Standard
CUST_00879,CUST_00879_C2,2,의료/헬스케어,5-49인,2023-01-29,2024-01-30,2027-01-30,36,12,1,Basic,Standard
CUST_00879,CUST_00879_C3,3,의료/헬스케어,5-49인,2023-01-29,2027-01-31,2029-01-31,24,48,2,Basic,Standard
CUST_00880,CUST_00880_C1,1,제조업,5-49인,2022-08-30,2022-08-30,2023-08-30,12,0,0,Basic,Standard
CUST_00880,CUST_00880_C2,2,제조업,5-49인,2022-08-30,2023-08-31,2025-08-31,24,12,1,Basic,Standard
CUST_00880,CUST_00880_C3,3,제조업,5-49인,2022-08-30,2025-09-01,2026-09-01,12,37,2,Basic,Standard
CUST_00881,CUST_00881_C1,1,IT/소프트웨어,5-49인,2025-09-10,2025-09-10,2026-09-10,12,0,0,Basic,Standard
CUST_00881,CUST_00881_C2,2,IT/소프트웨어,5-49인,2025-09-10,2026-09-11,2028-09-11,24,12,1,Basic,Priority
CUST_00881,CUST_00881_C3,3,IT/소프트웨어,5-49인,2025-09-10,2028-09-12,2029-09-12,12,36,2,Basic,Standard
CUST_00882,CUST_00882_C1,1,제조업,300인이상,2026-02-01,2026-02-01,2029-02-01,36,0,0,Basic,Standard
CUST_00883,CUST_00883_C1,1,IT/소프트웨어,50-299인,2023-02-04,2023-02-04,2024-02-04,12,0,0,Standard,Standard
CUST_00883,CUST_00883_C2,2,IT/소프트웨어,50-299인,2023-02-04,2024-02-05,2025-02-05,12,12,1,Standard,Priority
CUST_00884,CUST_00884_C1,1,IT/소프트웨어,5-49인,2022-08-20,2022-08-20,2024-08-20,24,0,0,Standard,Enterprise
CUST_00885,CUST_00885_C1,1,IT/소프트웨어,5-49인,2025-04-20,2025-04-20,2026-04-20,12,0,0,Basic,Standard
CUST_00885,CUST_00885_C2,2,IT/소프트웨어,5-49인,2025-04-20,2026-04-21,2027-04-21,12,12,1,Basic,Standard
CUST_00885,CUST_00885_C3,3,IT/소프트웨어,5-49인,2025-04-20,2027-04-22,2028-04-22,12,24,2,Basic,Standard
CUST_00886,CUST_00886_C1,1,IT/소프트웨어,50-299인,2023-08-19,2023-08-19,2025-08-19,24,0,0,Premium,Priority
CUST_00886,CUST_00886_C2,2,IT/소프트웨어,50-299인,2023-08-19,2025-08-20,2026-08-20,12,24,1,Premium,Enterprise
CUST_00887,CUST_00887_C1,1,물류/운송,5-49인,2022-02-16,2022-02-16,2025-02-16,36,0,0,Standard,Priority
CUST_00888,CUST_00888_C1,1,유통/커머스,5-49인,2024-02-09,2024-02-09,2025-02-09,12,0,0,Basic,Standard
